problem_id,attempts,difficulty,skill
896,2,0.5,Multiplication and Division Positive Decimals
897,2,0.0,Multiplication and Division Positive Decimals
898,31,0.8709677419354839,Multiplication and Division Positive Decimals
924,1,1.0,Equivalent Fractions
954,21,0.8571428571428571,Prime Number
955,20,0.45,Prime Number
956,162,0.5123456790123457,Prime Number
960,21,0.7619047619047619,Multiplication and Division Positive Decimals
961,19,0.8421052631578947,Multiplication and Division Positive Decimals
962,18,0.8888888888888888,Multiplication and Division Positive Decimals
963,19,0.3684210526315789,Multiplication and Division Positive Decimals
964,41,0.4634146341463415,Multiplication and Division Positive Decimals
984,76,0.881578947368421,Graph Shape
985,62,0.5645161290322581,Graph Shape
986,60,0.6,Graph Shape
987,60,0.4666666666666667,Graph Shape
988,493,0.6997971602434077,Graph Shape
989,33,0.9393939393939394,Graph Shape
990,37,0.6756756756756757,Graph Shape
991,330,0.7606060606060606,Graph Shape
997,388,0.7731958762886598,Graph Shape
998,83,0.6385542168674698,Graph Shape
999,80,0.4375,Graph Shape
1000,79,0.8227848101265823,Graph Shape
1001,59,0.7796610169491526,Graph Shape
1002,320,0.859375,Graph Shape
1003,2,0.0,Graph Shape
1004,2,0.5,Graph Shape
1005,2,0.5,Graph Shape
1006,9,0.5555555555555556,Graph Shape
1007,109,0.44954128440366975,Graph Shape
1008,104,0.18269230769230768,Graph Shape
1009,331,0.4199395770392749,Graph Shape
1010,35,0.45714285714285713,Graph Shape
1011,33,0.5454545454545454,Graph Shape
1012,33,0.2727272727272727,Graph Shape
1013,389,0.7609254498714653,Graph Shape
1028,1,0.0,Multiplication and Division Positive Decimals
1043,1,1.0,Equivalent Fractions
1062,1,0.0,Point Plotting
1063,395,0.789873417721519,Point Plotting
1080,23,0.782608695652174,Percent Of
1081,19,0.3684210526315789,Finding Percents
1082,14,0.5714285714285714,Finding Percents
1083,15,0.6666666666666666,Finding Percents
1084,26,0.46153846153846156,Finding Percents
1085,342,0.6754385964912281,Finding Percents
1093,23,0.7391304347826086,Scatter Plot
1094,20,0.55,Scatter Plot
1095,20,0.5,Scatter Plot
1096,184,0.7554347826086957,Scatter Plot
1100,8,0.5,Scatter Plot
1120,4,0.75,Counting Methods
1122,8,0.625,Proportion
1123,5,0.8,Proportion
1125,2,0.0,Proportion
1133,107,0.794392523364486,Substitution
1136,263,0.623574144486692,Substitution
1137,4,0.25,Point Plotting
1144,192,0.8125,Addition and Subtraction Positive Decimals
1163,32,0.8125,Multiplication and Division Positive Decimals
1177,4,1.0,Unit Conversion Within a System
1181,1,1.0,Unit Conversion Within a System
1183,1,0.0,Reading a Ruler or Scale
1184,1,1.0,Reading a Ruler or Scale
1215,1,0.0,Addition and Subtraction Fractions
1216,1,0.0,Fraction Of
1217,1,1.0,Estimation
1251,57,0.5087719298245614,Finding Percents
1252,52,0.7307692307692307,Finding Percents
1253,50,0.24,Finding Percents
1254,323,0.6811145510835913,Finding Percents
1261,2,0.0,Circle Graph
1262,1,0.0,Circle Graph
1264,138,0.7101449275362319,Definition Pi
1283,245,0.6489795918367347,Unit Conversion Within a System
1284,115,0.7304347826086957,Definition Pi
1303,4,0.0,Area Circle
1307,23,0.6521739130434783,Area Circle
1351,41,0.7804878048780488,Nets of 3D Figures
1362,39,0.2564102564102564,Multiplication and Division Positive Decimals
1363,51,0.17647058823529413,Multiplication and Division Positive Decimals
1464,2,0.5,Mean
1465,2,1.0,Mean
1475,64,0.703125,Unit Conversion Within a System
1476,2,0.0,Unit Conversion Within a System
1477,2,0.0,Unit Rate
1500,40,0.675,Pattern Finding
1501,46,0.5652173913043478,Pattern Finding
1520,1,0.0,Addition and Subtraction Positive Decimals
1530,367,0.7465940054495913,Proportion
1533,254,0.7125984251968503,Proportion
1540,98,0.673469387755102,Area Circle
1541,36,0.16666666666666666,Pythagorean Theorem
1547,78,0.47435897435897434,Multiplication and Division Positive Decimals
1564,26,0.8076923076923077,Finding Percents
1580,30,0.8,English and Metric Terminology
1586,20,0.9,Pythagorean Theorem
1596,106,0.5471698113207547,Conversion of Fraction Decimals Percents
1616,145,0.4689655172413793,Number Line
1623,91,0.6153846153846154,Unit Conversion Standard to Metric
1639,317,0.526813880126183,Unit Rate
1643,38,0.5263157894736842,Properties and Classification Triangles
1644,340,0.7058823529411765,Proportion
1653,31,0.7741935483870968,Effect of Changing Dimensions of a Shape Prportionally
1987,5,0.6,Multiplication Whole Numbers
2064,4,0.5,Probability of a Single Event
2074,7,0.2857142857142857,Probability of a Single Event
2075,6,0.6666666666666666,Probability of a Single Event
2076,6,0.3333333333333333,Probability of a Single Event
2077,91,0.8351648351648352,Probability of a Single Event
2078,2,0.0,Probability of a Single Event
2079,2,0.0,Probability of a Single Event
2080,27,0.18518518518518517,Probability of a Single Event
2081,2,0.0,Probability of a Single Event
2082,2,0.5,Probability of a Single Event
2083,2,0.0,Probability of a Single Event
2084,12,0.6666666666666666,Probability of a Single Event
2099,2,0.5,Counting Methods
2101,3,0.3333333333333333,Probability of a Single Event
2106,30,0.7,Probability of a Single Event
2107,31,0.7096774193548387,Probability of a Single Event
2108,29,0.3103448275862069,Probability of a Single Event
2109,26,0.7307692307692307,Probability of a Single Event
2110,51,0.3333333333333333,Probability of a Single Event
2111,1,0.0,Least Common Multiple
2128,53,0.660377358490566,Counting Methods
2129,54,0.2222222222222222,Counting Methods
2130,41,0.24390243902439024,Counting Methods
2131,38,0.6842105263157895,Counting Methods
2132,68,0.17647058823529413,Counting Methods
2146,28,0.2857142857142857,Probability of a Single Event
2147,29,0.5172413793103449,Probability of a Single Event
2148,29,0.3103448275862069,Probability of a Single Event
2149,216,0.7453703703703703,Probability of a Single Event
2161,65,0.6615384615384615,Probability of a Single Event
2162,66,0.8787878787878788,Probability of a Single Event
2171,87,0.9540229885057471,Probability of a Single Event
2181,72,0.3472222222222222,Effect of Changing Dimensions of a Shape Prportionally
2182,69,0.34782608695652173,Effect of Changing Dimensions of a Shape Prportionally
2183,69,0.4057971014492754,Effect of Changing Dimensions of a Shape Prportionally
2184,68,0.3382352941176471,Effect of Changing Dimensions of a Shape Prportionally
2185,68,0.3088235294117647,Effect of Changing Dimensions of a Shape Prportionally
2186,174,0.5229885057471264,Effect of Changing Dimensions of a Shape Prportionally
2197,1,0.0,Stem and Leaf Plot
2199,1,0.0,Median
2206,55,0.5636363636363636,Square Root
2209,408,0.5318627450980392,Square Root
2211,1,1.0,Inverse Relations
2214,11,0.18181818181818182,Finding Percents
2215,9,0.1111111111111111,Finding Percents
2216,9,0.2222222222222222,Finding Percents
2217,1,1.0,Finding Percents
2218,4,0.5,Finding Percents
2219,23,0.34782608695652173,Scientific Notation
2220,19,0.5789473684210527,Scientific Notation
2221,19,0.5789473684210527,Scientific Notation
2223,18,0.6111111111111112,Scientific Notation
2224,18,0.4444444444444444,Scientific Notation
2225,151,0.5761589403973509,Scientific Notation
2226,32,0.28125,Scientific Notation
2227,31,0.1935483870967742,Scientific Notation
2228,32,0.65625,Scientific Notation
2229,495,0.7717171717171717,Scientific Notation
2230,40,0.85,Mean
2231,32,0.40625,Mean
2232,28,0.5714285714285714,Mean
2233,26,0.5384615384615384,Mean
2234,24,0.7083333333333334,Mean
2235,24,0.375,Mean
2236,178,0.6348314606741573,Mean
2237,24,0.7916666666666666,Mean
2238,22,0.2727272727272727,Mean
2239,74,0.7432432432432432,Median
2240,1,1.0,Median
2255,10,0.8,Sampling Techniques
2256,2,1.0,Mode
2257,1,0.0,Scatter Plot
2259,1,1.0,Mode
2261,38,0.5789473684210527,Mean
2262,30,0.26666666666666666,Mean
2263,30,0.5,Mean
2264,225,0.7733333333333333,Mean
2265,41,0.6585365853658537,Median
2267,135,0.48148148148148145,Median
2268,92,0.7934782608695652,Mean
2269,88,0.375,Mean
2270,81,0.1728395061728395,Mean
2274,184,0.4891304347826087,Mean
2285,1,0.0,Stem and Leaf Plot
2345,30,0.7666666666666667,Effect of Changing Dimensions of a Shape Prportionally
2668,2,0.5,Exponents
2686,124,0.4032258064516129,Substitution
2688,120,0.44166666666666665,Substitution
2690,215,0.3813953488372093,Substitution
2710,2,1.0,Fraction Of
2717,1,1.0,Point Plotting
2718,1,1.0,Point Plotting
2730,393,0.8651399491094147,Graph Shape
3083,30,0.9333333333333333,Addition and Subtraction Integers
3151,6,0.5,Point Plotting
3152,6,0.6666666666666666,Point Plotting
3153,6,0.6666666666666666,Point Plotting
3154,921,0.8968512486427795,Point Plotting
3155,7,0.14285714285714285,Point Plotting
3156,6,0.3333333333333333,Point Plotting
3157,6,0.16666666666666666,Point Plotting
3158,914,0.8063457330415755,Point Plotting
3162,18,1.0,Point Plotting
3324,23,0.43478260869565216,Area Circle
3532,12,0.5833333333333334,Pattern Finding
3533,12,0.6666666666666666,Pattern Finding
3534,12,0.5833333333333334,Pattern Finding
3535,12,0.75,Pattern Finding
3536,9,0.3333333333333333,Pattern Finding
3537,11,0.2727272727272727,Pattern Finding
3538,9,0.2222222222222222,Pattern Finding
3539,8,0.25,Pattern Finding
3540,75,0.76,Pattern Finding
3541,14,0.35714285714285715,Pattern Finding
3542,15,0.5333333333333333,Pattern Finding
3543,13,0.07692307692307693,Pattern Finding
3544,15,0.06666666666666667,Pattern Finding
3545,11,0.2727272727272727,Pattern Finding
3555,6,0.3333333333333333,Interior Angles Figures with More than 3 Sides
3556,6,0.3333333333333333,Interior Angles Figures with More than 3 Sides
3557,39,0.8717948717948718,Interior Angles Figures with More than 3 Sides
4003,228,0.7587719298245614,Exponents
4014,1,0.0,Conversion of Fraction Decimals Percents
4056,3,0.0,Division Whole Numbers
4057,1,0.0,Multiplication and Division Positive Decimals
4059,176,0.4659090909090909,Proportion
4064,10,0.2,Pattern Finding
4065,11,0.36363636363636365,Pattern Finding
4066,10,0.2,Pattern Finding
4067,74,0.7702702702702703,Pattern Finding
4068,6,0.16666666666666666,Subtraction Whole Numbers
4069,3,0.6666666666666666,Subtraction Whole Numbers
4070,2,0.5,Pattern Finding
4076,2,1.0,Graph Shape
4080,237,0.620253164556962,Exponents
4458,1,0.0,Percent Increase or Decrease
4464,18,0.6666666666666666,Congruence
4465,17,0.5294117647058824,Perimeter of a Polygon
4466,7,0.5714285714285714,Equation Solving More Than Two Steps
4484,2,0.5,Unit Conversion Within a System
4490,13,0.5384615384615384,Probability of a Single Event
4503,77,0.5974025974025974,Probability of a Single Event
4507,236,0.6440677966101694,Probability of a Single Event
4508,66,0.8484848484848485,Probability of a Single Event
4509,2,1.0,Scientific Notation
4510,1,0.0,English and Metric Terminology
4511,1,0.0,English and Metric Terminology
4512,1,1.0,English and Metric Terminology
4517,195,0.31794871794871793,Venn Diagram
4518,1,0.0,Mean
4519,1,0.0,Mean
4551,2,0.0,Addition and Subtraction Positive Decimals
4552,1,0.0,Addition and Subtraction Positive Decimals
4553,1,1.0,Addition and Subtraction Positive Decimals
4562,128,0.8515625,Pythagorean Theorem
4588,6,0.3333333333333333,Subtraction Whole Numbers
4589,6,0.16666666666666666,Subtraction Whole Numbers
4590,6,0.5,Subtraction Whole Numbers
4591,1,0.0,Subtraction Whole Numbers
4592,1,0.0,Subtraction Whole Numbers
4593,1,0.0,Subtraction Whole Numbers
4594,1,0.0,Pattern Finding
4656,1,1.0,Equivalent Fractions
4665,19,0.7368421052631579,Pythagorean Theorem
4673,110,0.9,Square Root
4674,351,0.7720797720797721,Venn Diagram
4686,100,0.82,Counting Methods
4760,11,0.2727272727272727,Counting Methods
4761,10,0.6,Counting Methods
8344,1,1.0,Percent Of
8347,33,0.7272727272727273,Percent Of
8462,323,0.653250773993808,Division Fractions
8463,345,0.7913043478260869,Division Fractions
8719,1,0.0,Substitution
8793,58,0.5,Divisibility Rules
8794,3,0.6666666666666666,Divisibility Rules
8800,3,0.6666666666666666,Divisibility Rules
8820,3,1.0,Divisibility Rules
8840,3,1.0,Divisibility Rules
8841,3,0.6666666666666666,Divisibility Rules
8847,6,1.0,Percent Of
8848,1,0.0,Percent Of
8849,1,1.0,Percent Of
8857,213,0.7370892018779343,Absolute Value
8858,44,0.5227272727272727,Absolute Value
8859,33,0.42424242424242425,Absolute Value
8866,1,0.0,Reading a Ruler or Scale
8867,1,1.0,Reading a Ruler or Scale
8869,1,0.0,Proportion
8984,81,0.7407407407407407,Proportion
8985,78,0.4358974358974359,Proportion
8986,78,0.46153846153846156,Proportion
9064,20,0.45,Unit Conversion Within a System
9065,21,0.19047619047619047,Unit Conversion Within a System
9083,34,0.7941176470588235,Mean
9084,3,1.0,Mean
9085,3,0.3333333333333333,Mean
9087,5,0.6,Mean
9091,2,1.0,Subtraction Whole Numbers
9092,1,0.0,Percent Of
9153,110,0.6818181818181818,Square Root
9156,5,0.6,Square Root
9167,129,0.6046511627906976,Pattern Finding
9175,1,1.0,Unit Conversion Within a System
9180,1,1.0,Percent Of
9181,1,1.0,Percent Increase or Decrease
9184,1,0.0,Percent Of
9282,34,0.35294117647058826,Proportion
9283,32,0.4375,Proportion
9284,32,0.8125,Proportion
9289,8,0.5,Pattern Finding
9290,8,0.125,Pattern Finding
9291,9,0.4444444444444444,Pattern Finding
9292,8,0.25,Pattern Finding
9293,8,0.5,Pattern Finding
9294,8,0.75,Pattern Finding
9332,18,0.2222222222222222,Proportion
9333,20,0.7,Proportion
9369,16,0.5,Pythagorean Theorem
9370,16,0.375,Pythagorean Theorem
9402,1,1.0,Conversion of Fraction Decimals Percents
9609,20,0.55,Conversion of Fraction Decimals Percents
9610,21,0.9523809523809523,Conversion of Fraction Decimals Percents
9653,1,0.0,Unit Rate
9655,79,0.43037974683544306,Number Line
9656,1,0.0,Square Root
9657,1,0.0,Square Root
9658,1,1.0,Square Root
9659,157,0.5732484076433121,Unit Rate
9660,143,0.3076923076923077,Unit Rate
9661,5,0.8,Effect of Changing Dimensions of a Shape Prportionally
9662,5,0.6,Effect of Changing Dimensions of a Shape Prportionally
9663,1,0.0,Complementary and Supplementary Angles
9666,1,0.0,Unit Rate
9679,96,0.3854166666666667,Proportion
9680,89,0.33707865168539325,Proportion
9772,15,0.8666666666666667,Point Plotting
10562,70,0.8714285714285714,Complementary and Supplementary Angles
10563,10,0.5,Angles on Parallel Lines Cut by a Transversal
10714,2,1.0,Interior Angles Triangle
10716,2,1.0,Angles on Parallel Lines Cut by a Transversal
12294,65,0.47692307692307695,Addition and Subtraction Integers
12295,188,0.7659574468085106,Addition and Subtraction Integers
12301,106,0.8867924528301887,Multiplication Whole Numbers
12302,291,0.5670103092783505,Computation with Real Numbers
12311,11,0.8181818181818182,Multiplication and Division Integers
12312,95,0.8736842105263158,Multiplication and Division Positive Decimals
12320,455,0.8219780219780219,Pattern Finding
12324,413,0.5932203389830508,Number Line
12327,1016,0.5974409448818898,Exponents
12334,133,0.8721804511278195,Graph Shape
12335,143,0.6503496503496503,Graph Shape
12337,189,0.8518518518518519,Addition and Subtraction Integers
12339,28,0.39285714285714285,Graph Shape
12344,407,0.5356265356265356,Counting Methods
12347,1405,0.6733096085409253,Finding Percents
12350,486,0.7654320987654321,Subtraction Whole Numbers
12353,448,0.8660714285714286,Point Plotting
12354,14,0.8571428571428571,Point Plotting
12365,382,0.8350785340314136,Substitution
12366,403,0.6327543424317618,Median
12380,413,0.5980629539951574,Conversion of Fraction Decimals Percents
12383,470,0.5042553191489362,Conversion of Fraction Decimals Percents
12386,435,0.7724137931034483,Properties and Classification Triangles
12390,436,0.6146788990825688,Number Line
12395,5,0.0,Ordering Positive Decimals
12404,573,0.7207678883071553,Addition and Subtraction Integers
12415,1,0.0,Unit Rate
12430,14,0.6428571428571429,Table
12470,209,0.6985645933014354,Rate
12478,1,0.0,Transformation
12516,44,0.4772727272727273,Properties and Classification Triangles
12519,101,0.7524752475247525,Symbolization
12524,25,0.52,Solving System of Equation
12570,14,0.07142857142857142,Square Roots
12638,73,0.1095890410958904,Pattern Finding
12644,53,0.5094339622641509,Geometric Definitions
12652,52,0.8269230769230769,Congruence
12656,18,1.0,Pythagorean Theorem
12801,2,0.0,Point Plotting
12802,1,0.0,Point Plotting
12809,133,0.8045112781954887,Pattern Finding
12813,71,0.5070422535211268,Percents
12840,101,0.7722772277227723,Substitution
12843,250,0.784,Pattern Finding
12844,153,0.8823529411764706,Picking Equation and Inequality from Choices
12865,196,0.5051020408163265,Rate
12866,48,0.4583333333333333,Pattern Finding
12870,83,0.8554216867469879,Exponents
12876,70,0.6571428571428571,Absolute Value
12914,97,0.23711340206185566,Symbolization
12931,19,0.05263157894736842,Solving System of Equation
12937,118,0.6271186440677966,Algebraic Solving
12944,40,0.55,Proportion
12949,211,0.5734597156398105,Rate
12969,38,0.05263157894736842,Proportion
12973,69,0.6231884057971014,Absolute Value
12978,22,0.3181818181818182,Percents
12981,23,0.08695652173913043,Percents
12985,40,0.45,Proportion
12988,1,0.0,Properties of Numbers
12990,44,0.4772727272727273,Volume of 3D Objects
13013,22,0.7272727272727273,Square Roots
13029,35,0.42857142857142855,Quadratic Equation Solving
13049,2,0.5,Calculation with + - * /
13072,22,0.8636363636363636,Square Roots
13077,72,0.75,Exponents
13080,19,0.21052631578947367,Percents
13093,50,0.22,Choose an Equation from Given Information
13106,51,0.8431372549019608,Equation Solving Two or Fewer Steps
13112,47,0.8085106382978723,Pattern Finding
13118,52,0.36538461538461536,Factoring Trinomials
13129,100,0.75,Exponents
13130,213,0.6901408450704225,Rate
13131,2,0.5,Calculation with + - * /
13139,9,0.4444444444444444,Pythagorean Theorem
13152,66,0.5606060606060606,Percents
13159,3,0.6666666666666666,Perimeter of a Polygon
13160,99,0.8484848484848485,Exponents
13163,78,0.8076923076923077,Exponents
13169,25,0.2,Solving System of Equation
13174,53,0.1509433962264151,Choose an Equation from Given Information
13230,16,0.5625,Square Roots
13233,41,0.5365853658536586,Proportion
13249,70,0.7142857142857143,Percents
13291,36,0.9166666666666666,Square Roots
13297,210,0.8380952380952381,Rate
13298,15,0.6,Solving Inequalities
13302,9,0.6666666666666666,Division Whole Numbers
13305,208,0.5576923076923077,Rate
13310,2,1.0,Properties of Numbers
13312,1,0.0,Properties of Numbers
13314,2,0.5,Properties of Numbers
13317,1,0.0,Properties of Numbers
13320,1,1.0,Properties of Numbers
13321,12,0.16666666666666666,Volume of 3D Objects
13322,163,0.3006134969325153,Percent Discount
13331,81,0.3333333333333333,Exponents
13339,26,0.5,Solving System of Equation
13340,30,0.36666666666666664,Substitution
13346,249,0.6907630522088354,X-Y Graph Reading
13351,121,0.5537190082644629,Solving Inequalities
13363,1,1.0,Properties of Numbers
13365,86,0.627906976744186,Exponents
13383,2,1.0,Calculation with + - * /
13386,28,0.4642857142857143,Algebraic Solving
13389,105,0.2761904761904762,Exponents
13393,35,0.6285714285714286,Square Roots
13409,24,0.3333333333333333,Percents
13411,58,0.7241379310344828,Pattern Finding
13416,37,0.7567567567567568,Multiplying non Monomial Polynomials
13420,50,0.54,Pattern Finding
13432,2,0.0,Percent Discount
13441,54,0.6481481481481481,Factoring Trinomials
13448,128,0.4609375,Exponents
13467,100,0.74,Solving Inequalities
13473,47,0.7446808510638298,Pattern Finding
13476,46,0.6739130434782609,Pattern Finding
13485,28,0.42857142857142855,Substitution
13490,55,0.6545454545454545,Factoring Trinomials
13491,35,0.42857142857142855,Distributive Property
13494,28,0.42857142857142855,Pattern Finding
13495,24,0.5,Algebraic Solving
13499,55,0.6363636363636364,Pattern Finding
13505,2,1.0,Calculation with + - * /
13506,20,0.55,Algebraic Solving
13510,135,0.6444444444444445,Exponents
13513,217,0.5345622119815668,Rate
13517,2,0.5,Calculation with + - * /
13527,46,0.6304347826086957,Distributive Property
13539,16,0.375,Square Roots
13540,15,0.5333333333333333,Solving Inequalities
13543,56,0.42857142857142855,Choose an Equation from Given Information
13553,18,0.3333333333333333,Square Roots
13559,29,0.41379310344827586,Pattern Finding
13568,99,0.5050505050505051,Symbolization
13575,30,0.4,Substitution
13590,44,0.45454545454545453,Volume of 3D Objects
13594,72,0.6111111111111112,Absolute Value
13614,18,0.5,Square Roots
13621,24,0.5833333333333334,Square Roots
13622,46,0.6521739130434783,Surface Area of 3D Objects
13629,22,0.18181818181818182,Algebraic Solving
13636,76,0.7894736842105263,Exponents
13639,23,0.2608695652173913,Substitution
13652,2,1.0,Properties of Numbers
13655,28,0.14285714285714285,Substitution
13659,15,0.9333333333333333,Pythagorean Theorem
13663,54,0.18518518518518517,Choose an Equation from Given Information
13676,1,0.0,Transformation
13679,42,0.5238095238095238,Volume of 3D Objects
13688,47,0.6382978723404256,Pythagorean Theorem
13698,28,0.10714285714285714,Solving System of Equation
13703,52,0.46153846153846156,Factoring Trinomials
13707,28,0.5714285714285714,Solving System of Equation
13769,41,0.7073170731707317,Surface Area of 3D Objects
13795,23,0.30434782608695654,Algebraic Solving
13817,2,1.0,Calculation with + - * /
13824,81,0.7160493827160493,Exponents
13830,253,0.8656126482213439,X-Y Graph Reading
13837,56,0.42857142857142855,Exponents
13851,13,0.8461538461538461,Pythagorean Theorem
13856,40,0.3,Proportion
13864,53,0.4339622641509434,Volume of 3D Objects
13868,45,0.37777777777777777,Volume of 3D Objects
13877,49,0.6530612244897959,Pattern Finding
13894,105,0.6190476190476191,Algebraic Solving
13902,32,0.53125,Finding y-intercept from Linear Equation
13921,43,0.5116279069767442,Surface Area of 3D Objects
13975,139,0.4172661870503597,Pythagorean Theorem
13980,57,0.7192982456140351,Square Root
13981,28,0.7857142857142857,Square Root
13982,31,0.3225806451612903,Pythagorean Theorem
13984,119,0.8823529411764706,Pythagorean Theorem
13985,43,0.5116279069767442,Pythagorean Theorem
13989,45,0.6888888888888889,Pythagorean Theorem
14034,44,0.4318181818181818,Volume of 3D Objects
14102,100,0.62,Transformation
14436,23,0.2608695652173913,Algebraic Solving
14443,288,0.5590277777777778,Percent Discount
